Timestamp,Ball_Position
2024-02-18 16:14:52.818880,"(208, 430)"
2024-02-18 16:14:53.045870,"(207, 411)"
2024-02-18 16:14:53.274902,"(205, 400)"
2024-02-18 16:14:53.502111,"(203, 402)"
2024-02-18 16:14:53.734001,"(201, 422)"
2024-02-18 16:14:53.961304,"(200, 459)"
2024-02-18 16:14:54.190218,"(199, 505)"
2024-02-18 16:14:54.420532,"(198, 551)"
2024-02-18 16:14:54.661726,"(195, 609)"
2024-02-18 16:14:54.892137,"(193, 672)"
2024-02-18 16:14:55.132450,"(191, 609)"
2024-02-18 16:14:55.372478,"(189, 560)"
2024-02-18 16:14:55.612750,"(188, 521)"
2024-02-18 16:14:55.846584,"(185, 482)"
2024-02-18 16:14:56.073271,"(183, 450)"
2024-02-18 16:14:56.540313,"(179, 403)"
2024-02-18 16:14:56.766281,"(177, 390)"
2024-02-18 16:14:56.993979,"(176, 392)"
2024-02-18 16:14:57.220501,"(177, 407)"
2024-02-18 16:14:57.450145,"(180, 438)"
2024-02-18 16:14:57.689607,"(184, 484)"
2024-02-18 16:14:57.930474,"(188, 536)"
2024-02-18 16:14:58.160187,"(191, 590)"
2024-02-18 16:14:58.398561,"(195, 651)"
2024-02-18 16:14:58.637741,"(199, 630)"
2024-02-18 16:14:58.867267,"(202, 578)"
2024-02-18 16:14:59.093741,"(205, 534)"
2024-02-18 16:14:59.332459,"(208, 493)"
2024-02-18 16:14:59.574911,"(211, 458)"
2024-02-18 16:14:59.815706,"(213, 430)"
2024-02-18 16:15:00.058845,"(215, 407)"
2024-02-18 16:15:00.300640,"(216, 399)"
2024-02-18 16:15:00.778615,"(215, 436)"
2024-02-18 16:15:01.018746,"(216, 471)"
2024-02-18 16:15:01.258736,"(217, 513)"
2024-02-18 16:15:01.499898,"(219, 558)"
2024-02-18 16:15:01.744105,"(221, 613)"
2024-02-18 16:15:01.985899,"(222, 680)"
2024-02-18 16:15:02.216388,"(226, 624)"
2024-02-18 16:15:02.456499,"(231, 578)"
2024-02-18 16:15:02.691502,"(236, 541)"
2024-02-18 16:15:02.936111,"(241, 505)"
2024-02-18 16:15:03.176833,"(245, 475)"
2024-02-18 16:15:03.647868,"(254, 431)"
2024-02-18 16:15:03.888924,"(258, 425)"
2024-02-18 16:15:04.127364,"(258, 445)"
2024-02-18 16:15:04.366701,"(257, 486)"
2024-02-18 16:15:04.606273,"(256, 538)"
2024-02-18 16:15:04.847891,"(256, 590)"
2024-02-18 16:15:05.549334,"(254, 607)"
2024-02-18 16:15:05.775894,"(254, 563)"
2024-02-18 16:15:06.015499,"(253, 517)"
2024-02-18 16:15:06.257421,"(253, 479)"
2024-02-18 16:15:06.486037,"(253, 447)"
2024-02-18 16:15:06.968884,"(252, 401)"
2024-02-18 16:15:07.200284,"(250, 397)"
2024-02-18 16:15:07.428798,"(251, 410)"
2024-02-18 16:15:07.665462,"(249, 435)"
2024-02-18 16:15:07.892818,"(245, 476)"
2024-02-18 16:15:08.123774,"(241, 523)"
2024-02-18 16:15:08.582249,"(233, 628)"
2024-02-18 16:15:08.810768,"(229, 685)"
2024-02-18 16:15:09.043791,"(225, 618)"
2024-02-18 16:15:09.273813,"(219, 570)"
2024-02-18 16:15:09.500063,"(214, 531)"
2024-02-18 16:15:09.728137,"(209, 492)"
2024-02-18 16:15:10.692474,"(191, 406)"
2024-02-18 16:15:10.932896,"(188, 415)"
2024-02-18 16:15:11.163669,"(187, 444)"
2024-02-18 16:15:11.391568,"(183, 486)"
2024-02-18 16:15:11.619889,"(180, 535)"
2024-02-18 16:15:11.848344,"(177, 589)"
2024-02-18 16:15:12.075184,"(171, 650)"
2024-02-18 16:15:12.302879,"(169, 648)"
2024-02-18 16:15:12.532127,"(167, 598)"
2024-02-18 16:15:12.773623,"(165, 553)"
2024-02-18 16:15:13.004434,"(163, 510)"
2024-02-18 16:15:13.235894,"(161, 474)"
2024-02-18 16:15:13.480595,"(159, 445)"
2024-02-18 16:15:13.709633,"(156, 421)"
2024-02-18 16:15:13.934597,"(154, 407)"
2024-02-18 16:15:14.160112,"(153, 409)"
2024-02-18 16:15:14.388862,"(152, 435)"
2024-02-18 16:15:14.628469,"(152, 486)"
2024-02-18 16:15:14.856645,"(151, 547)"
2024-02-18 16:15:15.083864,"(150, 607)"
2024-02-18 16:15:15.324682,"(149, 693)"
2024-02-18 16:15:15.562691,"(154, 634)"
2024-02-18 16:15:15.803216,"(160, 574)"
2024-02-18 16:15:16.042861,"(165, 528)"
2024-02-18 16:15:16.282265,"(171, 480)"
2024-02-18 16:15:16.523483,"(177, 439)"
2024-02-18 16:15:16.756599,"(182, 403)"
2024-02-18 16:15:17.236352,"(191, 355)"
2024-02-18 16:15:17.475678,"(191, 349)"
2024-02-18 16:15:17.715537,"(197, 356)"
2024-02-18 16:15:17.953304,"(200, 382)"
2024-02-18 16:15:18.190869,"(202, 422)"
2024-02-18 16:15:18.426913,"(203, 475)"
2024-02-18 16:15:18.667150,"(204, 532)"
2024-02-18 16:15:19.379138,"(209, 663)"
2024-02-18 16:15:19.855229,"(209, 552)"
2024-02-18 16:15:20.093967,"(209, 504)"
2024-02-18 16:15:20.322466,"(210, 463)"
2024-02-18 16:15:20.552172,"(210, 428)"
2024-02-18 16:15:20.790486,"(210, 400)"
2024-02-18 16:15:21.018745,"(211, 378)"
2024-02-18 16:15:21.245151,"(210, 370)"
2024-02-18 16:15:21.470003,"(210, 378)"
2024-02-18 16:15:21.696489,"(213, 403)"
2024-02-18 16:15:22.167651,"(218, 503)"
2024-02-18 16:15:22.871379,"(225, 684)"
2024-02-18 16:15:23.109587,"(228, 612)"
2024-02-18 16:15:23.347917,"(230, 559)"
2024-02-18 16:15:23.591811,"(233, 510)"
2024-02-18 16:15:23.831086,"(235, 466)"
2024-02-18 16:15:24.071045,"(237, 427)"
2024-02-18 16:15:24.791339,"(243, 353)"
2024-02-18 16:15:25.030785,"(242, 355)"
2024-02-18 16:15:25.967896,"(240, 509)"
2024-02-18 16:15:27.103372,"(254, 567)"
2024-02-18 16:15:27.328114,"(260, 520)"
2024-02-18 16:15:27.554630,"(265, 474)"
2024-02-18 16:15:27.782282,"(271, 433)"
2024-02-18 16:15:28.010424,"(276, 399)"
2024-02-18 16:15:28.237481,"(282, 371)"
2024-02-18 16:15:28.464261,"(288, 355)"
2024-02-18 16:15:28.689998,"(291, 368)"
2024-02-18 16:15:29.170314,"(286, 454)"
2024-02-18 16:15:29.406069,"(284, 511)"
2024-02-18 16:15:29.645409,"(280, 567)"
2024-02-18 16:15:29.873175,"(276, 638)"
2024-02-18 16:15:30.552734,"(265, 567)"
2024-02-18 16:15:30.778320,"(260, 520)"
2024-02-18 16:15:31.008531,"(257, 475)"
2024-02-18 16:15:31.951164,"(245, 360)"
2024-02-18 16:15:32.195258,"(244, 356)"
2024-02-18 16:15:32.434657,"(241, 361)"
2024-02-18 16:15:33.156731,"(231, 447)"
2024-02-18 16:15:33.397265,"(226, 493)"
2024-02-18 16:15:33.624539,"(222, 547)"
2024-02-18 16:15:33.863769,"(221, 596)"
2024-02-18 16:15:34.570329,"(199, 593)"
2024-02-18 16:15:34.796188,"(193, 551)"
2024-02-18 16:15:35.022729,"(186, 507)"
2024-02-18 16:15:35.262811,"(179, 469)"
2024-02-18 16:15:35.501907,"(172, 437)"
2024-02-18 16:15:35.965350,"(160, 406)"
2024-02-18 16:15:36.200732,"(154, 411)"
2024-02-18 16:15:36.436680,"(150, 434)"
2024-02-18 16:15:36.670605,"(146, 474)"
2024-02-18 16:15:36.908722,"(141, 524)"
2024-02-18 16:15:37.146622,"(136, 574)"
2024-02-18 16:15:37.390312,"(132, 633)"
2024-02-18 16:15:37.630326,"(127, 682)"
2024-02-18 16:15:37.870095,"(128, 615)"
2024-02-18 16:15:38.111324,"(128, 564)"
2024-02-18 16:15:38.347092,"(129, 525)"
2024-02-18 16:15:38.577152,"(129, 485)"
2024-02-18 16:15:38.815268,"(129, 452)"
2024-02-18 16:15:39.055817,"(128, 425)"
2024-02-18 16:15:39.296721,"(127, 405)"
2024-02-18 16:15:39.534763,"(129, 399)"
2024-02-18 16:15:39.774390,"(129, 413)"
2024-02-18 16:15:40.000472,"(129, 445)"
2024-02-18 16:15:40.226899,"(128, 487)"
2024-02-18 16:15:40.462983,"(127, 535)"
2024-02-18 16:15:40.687965,"(126, 587)"
2024-02-18 16:15:41.365469,"(130, 599)"
2024-02-18 16:15:41.590553,"(134, 555)"
2024-02-18 16:15:41.816302,"(138, 516)"
2024-02-18 16:15:42.039544,"(141, 480)"
2024-02-18 16:15:42.270291,"(145, 452)"
2024-02-18 16:15:42.495317,"(148, 434)"
2024-02-18 16:15:42.721201,"(148, 439)"
2024-02-18 16:15:42.946441,"(146, 469)"
2024-02-18 16:15:43.168950,"(144, 514)"
2024-02-18 16:15:43.402480,"(142, 566)"
2024-02-18 16:15:43.632147,"(140, 623)"
2024-02-18 16:15:43.853599,"(138, 682)"
2024-02-18 16:15:44.326716,"(135, 570)"
2024-02-18 16:15:44.565431,"(133, 530)"
2024-02-18 16:15:44.800207,"(132, 491)"
2024-02-18 16:15:45.034693,"(130, 459)"
2024-02-18 16:15:45.271984,"(128, 433)"
2024-02-18 16:15:45.497483,"(127, 417)"
2024-02-18 16:15:45.732672,"(125, 419)"
2024-02-18 16:15:45.967544,"(123, 443)"
2024-02-18 16:15:46.202790,"(119, 482)"
2024-02-18 16:15:46.444526,"(116, 527)"
2024-02-18 16:15:46.685996,"(112, 569)"
2024-02-18 16:15:47.403664,"(109, 592)"
2024-02-18 16:15:47.643523,"(111, 551)"
2024-02-18 16:15:47.881453,"(113, 514)"
2024-02-18 16:15:48.118154,"(115, 480)"
2024-02-18 16:15:48.358778,"(116, 453)"
2024-02-18 16:15:48.593232,"(117, 433)"
2024-02-18 16:15:48.821740,"(117, 433)"
2024-02-18 16:15:49.049659,"(118, 461)"
2024-02-18 16:15:49.279833,"(119, 505)"
2024-02-18 16:15:49.509239,"(121, 553)"
2024-02-18 16:15:49.966229,"(123, 676)"
2024-02-18 16:15:50.193533,"(125, 619)"
2024-02-18 16:15:50.425258,"(128, 567)"
2024-02-18 16:15:50.652281,"(130, 525)"
2024-02-18 16:15:50.879003,"(132, 486)"
2024-02-18 16:15:51.106081,"(134, 453)"
2024-02-18 16:15:51.561055,"(136, 408)"
2024-02-18 16:15:51.787211,"(136, 408)"
2024-02-18 16:15:52.255427,"(132, 466)"
2024-02-18 16:15:52.502472,"(129, 509)"
2024-02-18 16:15:52.736539,"(127, 560)"
2024-02-18 16:15:53.207517,"(121, 686)"
2024-02-18 16:15:53.439770,"(122, 631)"
2024-02-18 16:15:53.682247,"(123, 585)"
2024-02-18 16:15:53.910401,"(125, 543)"
2024-02-18 16:15:54.137271,"(126, 503)"
2024-02-18 16:15:54.378149,"(127, 471)"
2024-02-18 16:15:54.607137,"(128, 444)"
2024-02-18 16:15:54.839316,"(129, 424)"
2024-02-18 16:15:55.068557,"(129, 418)"
2024-02-18 16:15:55.307104,"(128, 438)"
2024-02-18 16:15:55.780471,"(125, 539)"
2024-02-18 16:15:56.011380,"(124, 594)"
2024-02-18 16:15:56.695872,"(125, 580)"
2024-02-18 16:15:56.931110,"(126, 539)"
2024-02-18 16:15:57.158481,"(128, 494)"
2024-02-18 16:15:57.385660,"(130, 457)"
2024-02-18 16:15:58.068629,"(137, 399)"
2024-02-18 16:15:58.298051,"(145, 411)"
2024-02-18 16:15:58.528453,"(154, 444)"
2024-02-18 16:15:58.766357,"(165, 490)"
2024-02-18 16:15:58.997146,"(175, 545)"
2024-02-18 16:15:59.691054,"(207, 668)"
2024-02-18 16:16:00.169662,"(222, 562)"
2024-02-18 16:16:00.397413,"(229, 515)"
2024-02-18 16:16:00.637899,"(236, 475)"
2024-02-18 16:16:00.883928,"(244, 442)"
2024-02-18 16:16:01.124701,"(252, 414)"
2024-02-18 16:16:01.361052,"(259, 394)"
2024-02-18 16:16:01.589317,"(263, 391)"
2024-02-18 16:16:02.046188,"(256, 466)"
2024-02-18 16:16:02.275155,"(251, 524)"
2024-02-18 16:16:02.501831,"(246, 576)"
2024-02-18 16:16:02.953534,"(237, 716)"
2024-02-18 16:16:03.426378,"(243, 585)"
2024-02-18 16:16:03.656545,"(246, 537)"
2024-02-18 16:16:03.891807,"(249, 494)"
2024-02-18 16:16:04.121133,"(252, 457)"
2024-02-18 16:16:04.359155,"(255, 427)"
2024-02-18 16:16:04.597406,"(259, 412)"
2024-02-18 16:16:04.825698,"(264, 423)"
2024-02-18 16:16:05.068688,"(267, 451)"
2024-02-18 16:16:05.296458,"(269, 495)"
2024-02-18 16:16:05.535206,"(271, 546)"
2024-02-18 16:16:05.777967,"(274, 597)"
2024-02-18 16:16:06.005250,"(275, 656)"
2024-02-18 16:16:06.232495,"(277, 715)"
2024-02-18 16:16:06.463250,"(271, 651)"
2024-02-18 16:16:06.691452,"(268, 595)"
2024-02-18 16:16:06.918112,"(264, 555)"
2024-02-18 16:16:07.150546,"(260, 517)"
2024-02-18 16:16:07.380646,"(256, 485)"
2024-02-18 16:16:07.609073,"(251, 459)"
2024-02-18 16:16:07.836701,"(247, 448)"
2024-02-18 16:16:08.065690,"(241, 462)"
2024-02-18 16:16:08.296120,"(235, 499)"
2024-02-18 16:16:08.525255,"(228, 551)"
2024-02-18 16:16:08.756187,"(221, 606)"
2024-02-18 16:16:08.988659,"(213, 673)"
2024-02-18 16:16:09.229094,"(206, 712)"
2024-02-18 16:16:09.456786,"(203, 652)"
2024-02-18 16:16:09.681644,"(199, 599)"
2024-02-18 16:16:09.907949,"(195, 558)"
2024-02-18 16:16:10.136215,"(192, 518)"
2024-02-18 16:16:10.365593,"(188, 484)"
2024-02-18 16:16:10.596610,"(185, 457)"
2024-02-18 16:16:10.825291,"(182, 434)"
2024-02-18 16:16:11.056247,"(179, 422)"
2024-02-18 16:16:11.284264,"(178, 423)"
2024-02-18 16:16:11.969017,"(185, 521)"
2024-02-18 16:16:12.196825,"(186, 573)"
2024-02-18 16:16:12.431431,"(189, 631)"
2024-02-18 16:16:12.903663,"(192, 736)"
2024-02-18 16:16:13.138047,"(189, 674)"
2024-02-18 16:16:13.378577,"(187, 624)"
2024-02-18 16:16:13.610936,"(184, 577)"
2024-02-18 16:16:13.852129,"(181, 537)"
2024-02-18 16:16:14.093636,"(179, 504)"
2024-02-18 16:16:14.324092,"(177, 476)"
2024-02-18 16:16:14.563772,"(174, 454)"
2024-02-18 16:16:14.806790,"(172, 448)"
2024-02-18 16:16:15.046827,"(170, 460)"
2024-02-18 16:16:15.287288,"(169, 497)"
2024-02-18 16:16:15.527621,"(169, 547)"
2024-02-18 16:16:15.767652,"(167, 603)"
2024-02-18 16:16:16.008306,"(166, 666)"
2024-02-18 16:16:16.249279,"(164, 748)"
2024-02-18 16:16:16.482313,"(163, 725)"
2024-02-18 16:16:16.708370,"(163, 657)"
2024-02-18 16:16:16.948127,"(162, 609)"
2024-02-18 16:16:17.180423,"(160, 564)"
2024-02-18 16:16:17.415817,"(160, 524)"
2024-02-18 16:16:18.377372,"(154, 437)"
2024-02-18 16:16:18.618381,"(153, 441)"
2024-02-18 16:16:19.099936,"(153, 500)"
2024-02-18 16:16:19.338877,"(154, 549)"
2024-02-18 16:16:19.577027,"(154, 609)"
2024-02-18 16:16:19.804330,"(155, 669)"
2024-02-18 16:16:20.753980,"(162, 610)"
2024-02-18 16:16:20.981033,"(164, 563)"
2024-02-18 16:16:21.221278,"(166, 523)"
2024-02-18 16:16:21.449424,"(169, 490)"
2024-02-18 16:16:21.676297,"(171, 466)"
2024-02-18 16:16:21.919318,"(171, 451)"
2024-02-18 16:16:22.159324,"(168, 453)"
2024-02-18 16:16:22.398759,"(166, 469)"
2024-02-18 16:16:22.638946,"(164, 501)"
2024-02-18 16:16:22.866863,"(161, 552)"
2024-02-18 16:16:23.095275,"(158, 611)"
2024-02-18 16:16:23.561326,"(151, 764)"
2024-02-18 16:16:23.794193,"(151, 719)"
2024-02-18 16:16:24.033102,"(151, 657)"
2024-02-18 16:16:24.273910,"(151, 605)"
2024-02-18 16:16:24.503685,"(150, 557)"
2024-02-18 16:16:24.743111,"(150, 516)"
2024-02-18 16:16:24.982511,"(150, 482)"
2024-02-18 16:16:25.222061,"(150, 454)"
2024-02-18 16:16:25.450896,"(149, 438)"
2024-02-18 16:16:25.686800,"(148, 438)"
2024-02-18 16:16:25.930094,"(151, 458)"
2024-02-18 16:16:26.158939,"(155, 498)"
2024-02-18 16:16:26.388012,"(159, 546)"
2024-02-18 16:16:26.627581,"(163, 600)"
2024-02-18 16:16:27.345715,"(173, 719)"
2024-02-18 16:16:27.584964,"(176, 661)"
2024-02-18 16:16:27.830799,"(177, 612)"
2024-02-18 16:16:28.070395,"(179, 567)"
2024-02-18 16:16:28.300841,"(181, 528)"
2024-02-18 16:16:28.529344,"(183, 496)"
2024-02-18 16:16:28.764666,"(185, 468)"
2024-02-18 16:16:29.005401,"(186, 456)"
2024-02-18 16:16:29.233434,"(187, 459)"
2024-02-18 16:16:29.475291,"(190, 481)"
2024-02-18 16:16:29.720558,"(193, 518)"
2024-02-18 16:16:29.950615,"(196, 564)"
2024-02-18 16:16:30.174873,"(199, 612)"
2024-02-18 16:16:30.883933,"(207, 710)"
2024-02-18 16:16:31.364677,"(211, 608)"
2024-02-18 16:16:31.607904,"(213, 567)"
2024-02-18 16:16:31.842208,"(215, 530)"
2024-02-18 16:16:32.077085,"(216, 500)"
2024-02-18 16:16:32.311901,"(218, 477)"
2024-02-18 16:16:32.545356,"(219, 463)"
2024-02-18 16:16:33.249596,"(239, 546)"
2024-02-18 16:16:33.485044,"(249, 602)"
2024-02-18 16:16:33.719133,"(260, 656)"
2024-02-18 16:16:34.429409,"(283, 657)"
2024-02-18 16:16:34.660019,"(288, 606)"
2024-02-18 16:16:34.895000,"(291, 563)"
2024-02-18 16:16:35.129489,"(295, 523)"
2024-02-18 16:16:35.364162,"(299, 490)"
2024-02-18 16:16:35.598800,"(303, 463)"
2024-02-18 16:16:35.836590,"(307, 442)"
2024-02-18 16:16:36.064610,"(311, 428)"
2024-02-18 16:16:36.287425,"(312, 434)"
2024-02-18 16:16:36.512231,"(311, 462)"
2024-02-18 16:16:36.742859,"(309, 505)"
2024-02-18 16:16:36.981368,"(307, 557)"
2024-02-18 16:16:37.212176,"(305, 606)"
2024-02-18 16:16:37.437530,"(302, 676)"
2024-02-18 16:16:37.676878,"(300, 736)"
2024-02-18 16:16:38.163731,"(290, 612)"
2024-02-18 16:16:38.404939,"(286, 570)"
2024-02-18 16:16:38.635960,"(282, 527)"
2024-02-18 16:16:38.860785,"(278, 491)"
2024-02-18 16:16:39.088375,"(274, 462)"
2024-02-18 16:16:39.328552,"(270, 452)"
2024-02-18 16:16:39.568202,"(265, 465)"
2024-02-18 16:16:39.807211,"(263, 495)"
2024-02-18 16:16:40.051071,"(262, 532)"
2024-02-18 16:16:40.294109,"(262, 577)"
2024-02-18 16:16:40.532920,"(260, 626)"
2024-02-18 16:16:40.774827,"(258, 679)"
2024-02-18 16:16:41.016961,"(260, 729)"
2024-02-18 16:16:41.248007,"(261, 666)"
2024-02-18 16:16:41.476621,"(262, 620)"
2024-02-18 16:16:41.704547,"(264, 582)"
2024-02-18 16:16:41.938779,"(265, 545)"
2024-02-18 16:16:42.166578,"(266, 515)"
2024-02-18 16:16:42.396578,"(268, 491)"
2024-02-18 16:16:42.636312,"(269, 473)"
2024-02-18 16:16:42.877604,"(271, 460)"
2024-02-18 16:16:43.106639,"(273, 466)"
2024-02-18 16:16:43.337921,"(273, 492)"
2024-02-18 16:16:43.574197,"(274, 536)"
2024-02-18 16:16:43.812044,"(276, 588)"
2024-02-18 16:16:44.039235,"(276, 642)"
2024-02-18 16:16:44.271529,"(278, 710)"
2024-02-18 16:16:44.502746,"(281, 682)"
2024-02-18 16:16:44.740175,"(278, 622)"
2024-02-18 16:16:44.979821,"(278, 577)"
2024-02-18 16:16:45.210782,"(279, 533)"
2024-02-18 16:16:45.435532,"(279, 494)"
2024-02-18 16:16:45.662906,"(279, 463)"
2024-02-18 16:16:46.135075,"(280, 435)"
2024-02-18 16:16:46.376187,"(280, 450)"
2024-02-18 16:16:46.618669,"(284, 485)"
2024-02-18 16:16:46.856433,"(292, 540)"
2024-02-18 16:16:47.332158,"(309, 663)"
2024-02-18 16:16:47.793016,"(323, 626)"
2024-02-18 16:16:48.021927,"(328, 572)"
2024-02-18 16:16:48.250619,"(332, 523)"
2024-02-18 16:16:48.486168,"(337, 480)"
2024-02-18 16:16:48.716108,"(342, 444)"
2024-02-18 16:16:48.945045,"(348, 414)"
2024-02-18 16:16:49.175264,"(352, 391)"
2024-02-18 16:16:49.406464,"(359, 386)"
2024-02-18 16:16:49.636198,"(360, 394)"
2024-02-18 16:16:50.113101,"(358, 452)"
2024-02-18 16:16:50.343806,"(356, 494)"
2024-02-18 16:16:50.574809,"(354, 541)"
2024-02-18 16:16:50.804199,"(353, 586)"
2024-02-18 16:16:51.276546,"(349, 708)"
2024-02-18 16:16:51.517989,"(346, 642)"
2024-02-18 16:16:51.755790,"(343, 594)"
2024-02-18 16:16:51.991633,"(341, 555)"
2024-02-18 16:16:52.215168,"(339, 517)"
2024-02-18 16:16:52.456543,"(336, 485)"
2024-02-18 16:16:52.692910,"(334, 459)"
2024-02-18 16:16:52.929186,"(330, 445)"
2024-02-18 16:16:53.162928,"(319, 456)"
2024-02-18 16:16:53.399090,"(300, 478)"
2024-02-18 16:16:53.634116,"(279, 510)"
2024-02-18 16:16:53.869251,"(260, 549)"
2024-02-18 16:16:54.100737,"(240, 588)"
2024-02-18 16:16:54.343346,"(218, 638)"
2024-02-18 16:16:54.579102,"(198, 701)"
2024-02-18 16:16:54.802244,"(184, 664)"
2024-02-18 16:16:55.024312,"(170, 617)"
2024-02-18 16:16:55.248071,"(158, 579)"
2024-02-18 16:16:55.471436,"(145, 547)"
2024-02-18 16:16:55.686320,"(133, 519)"
2024-02-18 16:16:55.921456,"(122, 499)"
2024-02-18 16:16:56.153037,"(120, 493)"
2024-02-18 16:16:56.375258,"(131, 508)"
2024-02-18 16:16:56.827297,"(188, 597)"
2024-02-18 16:16:57.051428,"(216, 649)"
2024-02-18 16:16:57.276194,"(250, 701)"
2024-02-18 16:16:57.503363,"(273, 643)"
2024-02-18 16:16:57.727298,"(296, 598)"
2024-02-18 16:16:57.950826,"(319, 559)"
2024-02-18 16:16:58.185258,"(342, 524)"
2024-02-18 16:16:58.425433,"(363, 497)"
2024-02-18 16:16:58.660213,"(381, 475)"
2024-02-18 16:16:58.894398,"(394, 463)"
2024-02-18 16:16:59.129156,"(394, 467)"
2024-02-18 16:16:59.364417,"(390, 484)"
2024-02-18 16:16:59.602950,"(376, 510)"
2024-02-18 16:16:59.837222,"(353, 554)"
2024-02-18 16:17:00.072926,"(329, 594)"
2024-02-18 16:17:00.308176,"(306, 649)"
2024-02-18 16:17:00.782770,"(255, 644)"
2024-02-18 16:17:01.017582,"(232, 597)"
2024-02-18 16:17:01.247779,"(211, 562)"
2024-02-18 16:17:01.483879,"(188, 530)"
2024-02-18 16:17:01.719309,"(167, 501)"
2024-02-18 16:17:01.955275,"(147, 481)"
2024-02-18 16:17:02.190129,"(136, 482)"
2024-02-18 16:17:02.426649,"(135, 496)"
2024-02-18 16:17:02.666382,"(148, 529)"
2024-02-18 16:17:02.901236,"(165, 574)"
2024-02-18 16:17:03.137124,"(182, 622)"
2024-02-18 16:17:03.608237,"(218, 671)"
2024-02-18 16:17:03.842650,"(232, 620)"
2024-02-18 16:17:04.078231,"(247, 581)"
2024-02-18 16:17:04.310431,"(261, 543)"
2024-02-18 16:17:04.550535,"(274, 511)"
2024-02-18 16:17:04.788775,"(288, 486)"
2024-02-18 16:17:05.024735,"(301, 466)"
2024-02-18 16:17:05.261728,"(306, 457)"
2024-02-18 16:17:05.498857,"(302, 464)"
2024-02-18 16:17:05.734577,"(292, 484)"
2024-02-18 16:17:05.970573,"(277, 511)"
2024-02-18 16:17:06.206735,"(259, 544)"
2024-02-18 16:17:06.442627,"(241, 581)"
2024-02-18 16:17:06.679424,"(222, 620)"
2024-02-18 16:17:06.920968,"(205, 670)"
2024-02-18 16:17:07.154129,"(192, 659)"
2024-02-18 16:17:07.389269,"(175, 620)"
2024-02-18 16:17:07.625058,"(162, 586)"
2024-02-18 16:17:07.860342,"(149, 554)"
2024-02-18 16:17:08.082674,"(137, 530)"
2024-02-18 16:17:08.318408,"(125, 510)"
2024-02-18 16:17:08.553708,"(122, 499)"
2024-02-18 16:17:08.793618,"(126, 501)"
2024-02-18 16:17:09.027467,"(136, 520)"
2024-02-18 16:17:09.262631,"(154, 552)"
2024-02-18 16:17:09.500751,"(174, 593)"
2024-02-18 16:17:09.972886,"(214, 694)"
2024-02-18 16:17:10.209768,"(229, 647)"
2024-02-18 16:17:10.438869,"(248, 603)"
2024-02-18 16:17:10.678088,"(263, 571)"
2024-02-18 16:17:10.912670,"(278, 541)"
2024-02-18 16:17:11.142859,"(294, 515)"
2024-02-18 16:17:11.376913,"(309, 495)"
2024-02-18 16:17:11.610620,"(324, 481)"
2024-02-18 16:17:12.300625,"(338, 490)"
2024-02-18 16:17:12.528789,"(327, 517)"
2024-02-18 16:17:12.752427,"(308, 556)"
2024-02-18 16:17:13.433484,"(243, 699)"
2024-02-18 16:17:13.655103,"(223, 642)"
2024-02-18 16:17:13.887657,"(207, 599)"
2024-02-18 16:17:14.120983,"(190, 567)"
2024-02-18 16:17:14.359495,"(173, 536)"
2024-02-18 16:17:14.592396,"(156, 511)"
2024-02-18 16:17:14.820295,"(139, 490)"
2024-02-18 16:17:15.053623,"(127, 480)"
2024-02-18 16:17:15.286845,"(125, 486)"
2024-02-18 16:17:15.519441,"(135, 506)"
2024-02-18 16:17:15.988459,"(175, 581)"
2024-02-18 16:17:16.227215,"(195, 621)"
2024-02-18 16:17:16.464121,"(216, 674)"
2024-02-18 16:17:16.699112,"(234, 675)"
2024-02-18 16:17:16.936527,"(251, 626)"
2024-02-18 16:17:17.175129,"(265, 591)"
2024-02-18 16:17:17.410683,"(280, 557)"
2024-02-18 16:17:17.646125,"(295, 530)"
2024-02-18 16:17:17.881462,"(310, 508)"
2024-02-18 16:17:18.113931,"(325, 491)"
2024-02-18 16:17:18.336762,"(336, 483)"
2024-02-18 16:17:18.563191,"(335, 494)"
2024-02-18 16:17:18.785030,"(325, 519)"
2024-02-18 16:17:19.004561,"(306, 559)"
2024-02-18 16:17:19.227549,"(288, 599)"
2024-02-18 16:17:19.450077,"(268, 648)"
2024-02-18 16:17:19.682481,"(248, 704)"
2024-02-18 16:17:19.915088,"(232, 655)"
2024-02-18 16:17:20.147019,"(216, 613)"
2024-02-18 16:17:20.378459,"(202, 579)"
2024-02-18 16:17:20.599527,"(185, 548)"
2024-02-18 16:17:21.482256,"(131, 491)"
2024-02-18 16:17:21.702852,"(124, 517)"
2024-02-18 16:17:21.923230,"(123, 562)"
2024-02-18 16:17:22.146080,"(120, 604)"
2024-02-18 16:17:22.827122,"(123, 633)"
2024-02-18 16:17:23.058782,"(125, 589)"
2024-02-18 16:17:23.292164,"(128, 553)"
2024-02-18 16:17:23.526486,"(131, 519)"
2024-02-18 16:17:23.759996,"(134, 491)"
2024-02-18 16:17:23.994394,"(136, 469)"
2024-02-18 16:17:24.226940,"(138, 460)"
2024-02-18 16:17:24.464415,"(139, 468)"
2024-02-18 16:17:24.697269,"(138, 494)"
2024-02-18 16:17:24.932622,"(137, 534)"
2024-02-18 16:17:25.166248,"(135, 580)"
2024-02-18 16:17:25.401077,"(134, 629)"
2024-02-18 16:17:25.868978,"(135, 667)"
2024-02-18 16:17:26.102488,"(137, 615)"
